epoch,loss_G_total,loss_D_total,loss_paired,loss_cycle,loss_seg,loss_anatomy,mr2ct_ssim,ct2mr_ssim,mr2ct_mae,ct2mr_mae,mr2ct_psnr,ct2mr_psnr,mean_dice,dice_class_1,dice_class_2,dice_class_3,dice_class_4,dice_class_5,ct_seg_mean_dice,ct_seg_per_class,ct_seg_class_1,ct_seg_class_2,ct_seg_class_3,ct_seg_class_4,ct_seg_class_5
46,0.650771,0.588727,0.000000,0.000000,0.000000,0.000000,0.906592,0.815425,0.393943,0.606054,19.067487,15.263296,0.449637,0.728703,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
47,0.672767,0.581062,0.000000,0.000000,0.000000,0.000000,0.906466,0.815315,0.394510,0.611085,19.055899,15.200931,0.450285,0.734341,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
48,0.691930,0.568595,0.000000,0.000000,0.000000,0.000000,0.906373,0.815245,0.394925,0.614462,19.047434,15.159249,0.450759,0.738135,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
49,0.696136,0.561088,0.000000,0.000000,0.000000,0.000000,0.906306,0.815217,0.395226,0.615828,19.041292,15.142430,0.451103,0.739672,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
50,0.752125,0.517616,0.000000,0.000000,0.000000,0.000000,0.906270,0.815195,0.395390,0.616868,19.037970,15.129641,0.451289,0.740842,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
51,0.793602,0.474848,0.000000,0.000000,0.000000,0.000000,0.906270,0.815195,0.395390,0.616868,19.037970,15.129641,0.451289,0.740842,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
52,0.651610,0.656303,0.000000,0.000000,0.000000,0.000000,0.906266,0.815193,0.395407,0.616969,19.037606,15.128409,0.451310,0.740955,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
53,0.614048,0.612048,0.000000,0.000000,0.000000,0.000000,0.906263,0.815193,0.395417,0.616987,19.037401,15.128189,0.451321,0.740975,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
54,0.611905,0.610639,0.000000,0.000000,0.000000,0.000000,0.906261,0.815193,0.395431,0.617002,19.037135,15.127999,0.451336,0.740993,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
55,0.610721,0.609858,0.000000,0.000000,0.000000,0.000000,0.906257,0.815192,0.395448,0.617023,19.036777,15.127738,0.451356,0.741017,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
56,0.610827,0.609604,0.000000,0.000000,0.000000,0.000000,0.906251,0.815192,0.395474,0.617053,19.036244,15.127375,0.451386,0.741050,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
57,0.610942,0.609342,0.000000,0.000000,0.000000,0.000000,0.906242,0.815191,0.395513,0.617099,19.035452,15.126811,0.451431,0.741102,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
58,0.610935,0.609199,0.000000,0.000000,0.000000,0.000000,0.906231,0.815190,0.395562,0.617153,19.034458,15.126149,0.451487,0.741162,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
59,0.610136,0.609086,0.000000,0.000000,0.000000,0.000000,0.906218,0.815189,0.395622,0.617195,19.033235,15.125627,0.451555,0.741210,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
60,0.609737,0.608986,0.000000,0.000000,0.000000,0.000000,0.906200,0.815187,0.395702,0.617266,19.031600,15.124762,0.451647,0.741289,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
61,0.609869,0.608893,0.000000,0.000000,0.000000,0.000000,0.906180,0.815186,0.395789,0.617347,19.029831,15.123767,0.451746,0.741381,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
62,0.609669,0.608787,0.000000,0.000000,0.000000,0.000000,0.906151,0.815183,0.395922,0.617477,19.027116,15.122166,0.451899,0.741527,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
63,0.609542,0.608711,0.000000,0.000000,0.000000,0.000000,0.906109,0.815181,0.396109,0.617585,19.023320,15.120840,0.452112,0.741649,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
64,0.609817,0.608596,0.000000,0.000000,0.000000,0.000000,0.906055,0.815179,0.396351,0.617685,19.018390,15.119612,0.452389,0.741762,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
65,0.609298,0.608503,0.000000,0.000000,0.000000,0.000000,0.906000,0.815176,0.396594,0.617825,19.013472,15.117898,0.452666,0.741919,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
66,0.610447,0.608425,0.000000,0.000000,0.000000,0.000000,0.905927,0.815173,0.396923,0.618004,19.006817,15.115698,0.453040,0.742121,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
67,0.609221,0.608451,0.000000,0.000000,0.000000,0.000000,0.905866,0.815168,0.397190,0.618241,19.001423,15.112783,0.453343,0.742388,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
68,0.609066,0.608425,0.000000,0.000000,0.000000,0.000000,0.905803,0.815161,0.397471,0.618566,18.995719,15.108802,0.453665,0.742754,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
69,0.609007,0.608363,0.000000,0.000000,0.000000,0.000000,0.905732,0.815152,0.397784,0.619039,18.989387,15.103002,0.454022,0.743286,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
70,0.608811,0.608335,0.000000,0.000000,0.000000,0.000000,0.905675,0.815139,0.398039,0.619670,18.984241,15.095269,0.454312,0.743998,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
71,0.608576,0.608212,0.000000,0.000000,0.000000,0.000000,0.905591,0.815122,0.398409,0.620540,18.976774,15.084608,0.454734,0.744979,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
72,0.608536,0.608110,0.000000,0.000000,0.000000,0.000000,0.905478,0.815099,0.398905,0.621713,18.966753,15.070253,0.455301,0.746302,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
73,0.608585,0.608026,0.000000,0.000000,0.000000,0.000000,0.905355,0.815071,0.399446,0.623106,18.955864,15.053234,0.455917,0.747874,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
74,0.608501,0.608005,0.000000,0.000000,0.000000,0.000000,0.905226,0.815032,0.400014,0.625145,18.944435,15.028362,0.456565,0.750178,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
75,0.608307,0.607899,0.000000,0.000000,0.000000,0.000000,0.905090,0.814978,0.400610,0.628095,18.932493,14.992430,0.457243,0.753520,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
76,0.608446,0.607887,0.000000,0.000000,0.000000,0.000000,0.904965,0.814907,0.401154,0.631978,18.921599,14.945282,0.457863,0.757927,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
77,0.608331,0.607818,0.000000,0.000000,0.000000,0.000000,0.904842,0.814822,0.401686,0.636861,18.910959,14.886220,0.458469,0.763486,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
78,0.608484,0.607766,0.000000,0.000000,0.000000,0.000000,0.904731,0.814732,0.402168,0.642375,18.901362,14.819804,0.459016,0.769790,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
79,0.608361,0.607703,0.000000,0.000000,0.000000,0.000000,0.904627,0.814633,0.402620,0.649064,18.892338,14.739623,0.459531,0.777474,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
80,0.608405,0.607658,0.000000,0.000000,0.000000,0.000000,0.904543,0.814552,0.402987,0.655095,18.885053,14.667618,0.459947,0.784443,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
81,0.608616,0.607643,0.000000,0.000000,0.000000,0.000000,0.904488,0.814475,0.403231,0.661145,18.880224,14.595710,0.460222,0.791462,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
82,0.607946,0.607754,0.000000,0.000000,0.000000,0.000000,0.904488,0.814416,0.403231,0.666335,18.880224,14.534195,0.460222,0.797520,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
83,0.607930,0.607699,0.000000,0.000000,0.000000,0.000000,0.904488,0.814370,0.403231,0.670960,18.880224,14.479534,0.460222,0.802943,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
84,0.607973,0.607657,0.000000,0.000000,0.000000,0.000000,0.904488,0.814331,0.403231,0.675162,18.880224,14.429967,0.460222,0.807892,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
85,0.607900,0.607639,0.000000,0.000000,0.000000,0.000000,0.904488,0.814311,0.403231,0.677426,18.880224,14.403305,0.460222,0.810567,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
86,0.607639,0.607648,0.000000,0.000000,0.000000,0.000000,0.904488,0.814311,0.403231,0.677426,18.880224,14.403305,0.460222,0.810567,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
87,0.607625,0.607631,0.000000,0.000000,0.000000,0.000000,0.904488,0.814311,0.403231,0.677426,18.880224,14.403305,0.460222,0.810567,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
88,0.607606,0.607610,0.000000,0.000000,0.000000,0.000000,0.904488,0.814311,0.403231,0.677426,18.880224,14.403305,0.460222,0.810567,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
89,0.607580,0.607594,0.000000,0.000000,0.000000,0.000000,0.904488,0.814311,0.403231,0.677426,18.880224,14.403305,0.460222,0.810567,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
81,0.608825,0.607686,0.000000,0.000000,0.000000,0.000000,0.904487,0.814472,0.403231,0.661431,18.880210,14.592322,0.460223,0.791794,0.928549,1.000000,1.000000,1.000000,1.000000,0.642747,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672671207369465]",1.000000,1.000000,1.000000,1.000000,0.567267,0.934682,"[1.0, 1.0, 1.0, 1.0, 0.6734116151608723]",1.000000,1.000000,1.000000,1.000000,0.673412,0.920824,"[1.0, 1.0, 1.0, 1.0, 0.6041224978805133]",1.000000,1.000000,1.000000,1.000000,0.604122
82,0.607940,0.607705,0.000000,0.000000,0.000000,0.000000,0.904487,0.814408,0.403231,0.667101,18.880210,14.525155,0.460223,0.798413,0.928549,1.000000,1.000000,1.000000,1.000000,0.642747,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672671207369465]",1.000000,1.000000,1.000000,1.000000,0.567267,0.934682,"[1.0, 1.0, 1.0, 1.0, 0.6734116151608723]",1.000000,1.000000,1.000000,1.000000,0.673412,0.920824,"[1.0, 1.0, 1.0, 1.0, 0.6041224978805133]",1.000000,1.000000,1.000000,1.000000,0.604122
83,0.607969,0.607686,0.000000,0.000000,0.000000,0.000000,0.904487,0.814361,0.403231,0.671668,18.880210,14.471189,0.460223,0.803772,0.928549,1.000000,1.000000,1.000000,1.000000,0.642747,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672671207369465]",1.000000,1.000000,1.000000,1.000000,0.567267,0.934682,"[1.0, 1.0, 1.0, 1.0, 0.6734116151608723]",1.000000,1.000000,1.000000,1.000000,0.673412,0.920824,"[1.0, 1.0, 1.0, 1.0, 0.6041224978805133]",1.000000,1.000000,1.000000,1.000000,0.604122
84,0.608054,0.607662,0.000000,0.000000,0.000000,0.000000,0.904487,0.814322,0.403231,0.675764,18.880210,14.422889,0.460223,0.808598,0.928549,1.000000,1.000000,1.000000,1.000000,0.642747,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672671207369465]",1.000000,1.000000,1.000000,1.000000,0.567267,0.934682,"[1.0, 1.0, 1.0, 1.0, 0.6734116151608723]",1.000000,1.000000,1.000000,1.000000,0.673412,0.920824,"[1.0, 1.0, 1.0, 1.0, 0.6041224978805133]",1.000000,1.000000,1.000000,1.000000,0.604122
