epoch,loss_G_total,loss_D_total,loss_paired,loss_cycle,loss_seg,loss_anatomy,mr2ct_ssim,ct2mr_ssim,mr2ct_mae,ct2mr_mae,mr2ct_psnr,ct2mr_psnr,mr2ct_rmse,ct2mr_rmse,mean_dice,dice_class_1,dice_class_2,dice_class_3,dice_class_4,dice_class_5,mean_iou,iou_per_class,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,ct_seg_mean_dice,ct_seg_per_class,ct_seg_class_1,ct_seg_class_2,ct_seg_class_3,ct_seg_class_4,ct_seg_class_5,ct_seg_mean_iou,ct_seg_iou_per_class,ct_seg_iou_class_1,ct_seg_iou_class_2,ct_seg_iou_class_3,ct_seg_iou_class_4,ct_seg_iou_class_5
42,2.382743,0.025050,0.000000,0.000000,0.000000,0.000000,0.926810,0.838627,0.097310,0.242233,27.505012,20.726086,0.155949,0.342499,0.622889,1.000000,1.000000,1.000000,0.047664,0.066781,0.620762,"[1.0, 1.0, 1.0, 0.04766355161114374, 0.05614853075587989]",1.000000,1.000000,1.000000,0.047664,0.056149,0.620040,"[1.0, 1.0, 1.0, 0.034579439435213834, 0.06562135936683981]",1.000000,1.000000,1.000000,0.034579,0.065621,0.617116,"[1.0, 1.0, 1.0, 0.034579439435213834, 0.05099929216741655]",1.000000,1.000000,1.000000,0.034579,0.050999
43,2.457428,0.024143,0.000000,0.000000,0.000000,0.000000,0.926798,0.838628,0.097202,0.242236,27.508315,20.726012,0.155895,0.342502,0.622889,1.000000,1.000000,1.000000,0.047664,0.066781,0.620762,"[1.0, 1.0, 1.0, 0.04766355161114372, 0.05614853695929238]",1.000000,1.000000,1.000000,0.047664,0.056149,0.620040,"[1.0, 1.0, 1.0, 0.03457943943521383, 0.06562131057424081]",1.000000,1.000000,1.000000,0.034579,0.065621,0.617116,"[1.0, 1.0, 1.0, 0.03457943943521383, 0.050999262090919706]",1.000000,1.000000,1.000000,0.034579,0.050999
44,2.471495,0.023875,0.000000,0.000000,0.000000,0.000000,0.926787,0.838628,0.097210,0.242236,27.507008,20.725995,0.155917,0.342503,0.622889,1.000000,1.000000,1.000000,0.047664,0.066781,0.620762,"[1.0, 1.0, 1.0, 0.04766355161114372, 0.05614853695929238]",1.000000,1.000000,1.000000,0.047664,0.056149,0.620040,"[1.0, 1.0, 1.0, 0.03457943943521383, 0.06562131057424081]",1.000000,1.000000,1.000000,0.034579,0.065621,0.617116,"[1.0, 1.0, 1.0, 0.03457943943521383, 0.050999262090919706]",1.000000,1.000000,1.000000,0.034579,0.050999
45,2.420400,0.008211,0.000000,0.000000,0.000000,0.000000,0.926799,0.838627,0.097231,0.242235,27.507188,20.726025,0.155913,0.342501,0.622889,1.000000,1.000000,1.000000,0.047664,0.066781,0.620762,"[1.0, 1.0, 1.0, 0.04766355161114372, 0.05614853695929238]",1.000000,1.000000,1.000000,0.047664,0.056149,0.620040,"[1.0, 1.0, 1.0, 0.03457943943521383, 0.06562131057424081]",1.000000,1.000000,1.000000,0.034579,0.065621,0.617116,"[1.0, 1.0, 1.0, 0.03457943943521383, 0.050999262090919706]",1.000000,1.000000,1.000000,0.034579,0.050999
46,2.423081,0.005831,0.000000,0.000000,0.000000,0.000000,0.926805,0.838627,0.097229,0.242236,27.507788,20.726010,0.155903,0.342502,0.622889,1.000000,1.000000,1.000000,0.047664,0.066781,0.620762,"[1.0, 1.0, 1.0, 0.04766355161114372, 0.05614853695929238]",1.000000,1.000000,1.000000,0.047664,0.056149,0.620040,"[1.0, 1.0, 1.0, 0.03457943943521383, 0.06562131057424081]",1.000000,1.000000,1.000000,0.034579,0.065621,0.617116,"[1.0, 1.0, 1.0, 0.03457943943521383, 0.050999262090919706]",1.000000,1.000000,1.000000,0.034579,0.050999
47,2.424092,0.011854,0.000000,0.000000,0.000000,0.000000,0.926814,0.838621,0.097205,0.242245,27.508946,20.726012,0.155876,0.342499,0.622890,1.000000,1.000000,1.000000,0.047664,0.066784,0.620763,"[1.0, 1.0, 1.0, 0.04766355161110662, 0.05615060122239594]",1.000000,1.000000,1.000000,0.047664,0.056151,0.620038,"[1.0, 1.0, 1.0, 0.03457943943521967, 0.06561153583158116]",1.000000,1.000000,1.000000,0.034579,0.065612,0.617115,"[1.0, 1.0, 1.0, 0.03457943943521967, 0.050993702932063255]",1.000000,1.000000,1.000000,0.034579,0.050994
48,2.588347,0.021676,0.030639,0.015691,0.036672,0.068137,0.929806,0.838978,0.094487,0.241858,27.706467,20.732861,0.152758,0.342254,0.621618,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793871, 0.05266248417697675]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943651412, 0.06422280040295868]",1.000000,1.000000,1.000000,0.034579,0.064223,0.616953,"[1.0, 1.0, 1.0, 0.03457943943651412, 0.05018575585284493]",1.000000,1.000000,1.000000,0.034579,0.050186
49,2.430402,0.009185,0.000000,0.000000,0.000000,0.000000,0.929805,0.838978,0.094482,0.241861,27.706517,20.732753,0.152757,0.342258,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.047663551617939906, 0.05266202256307475]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.034579439436502435, 0.06422244078157777]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.034579439436502435, 0.05018555181039605]",1.000000,1.000000,1.000000,0.034579,0.050186
50,2.415691,0.010676,0.000000,0.000000,0.000000,0.000000,0.929802,0.838978,0.094499,0.241862,27.705499,20.732721,0.152773,0.342259,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
51,2.435416,0.006265,0.000000,0.000000,0.000000,0.000000,0.929805,0.838978,0.094504,0.241863,27.705629,20.732716,0.152771,0.342260,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
52,2.452807,0.003481,0.000000,0.000000,0.000000,0.000000,0.929808,0.838977,0.094508,0.241860,27.705761,20.732802,0.152768,0.342256,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
53,2.436782,0.005405,0.000000,0.000000,0.000000,0.000000,0.929806,0.838978,0.094504,0.241861,27.705646,20.732758,0.152770,0.342258,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
54,2.428734,0.004119,0.000000,0.000000,0.000000,0.000000,0.929811,0.838979,0.094509,0.241862,27.705938,20.732734,0.152765,0.342259,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
55,2.439071,0.005472,0.000000,0.000000,0.000000,0.000000,0.929807,0.838979,0.094501,0.241862,27.705859,20.732718,0.152767,0.342260,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
56,2.456375,0.003316,0.000000,0.000000,0.000000,0.000000,0.929806,0.838978,0.094503,0.241861,27.705688,20.732774,0.152770,0.342257,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
57,2.439157,0.003572,0.000000,0.000000,0.000000,0.000000,0.929805,0.838978,0.094506,0.241861,27.705512,20.732765,0.152773,0.342258,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
58,2.421775,0.004591,0.000000,0.000000,0.000000,0.000000,0.929808,0.838978,0.094509,0.241863,27.705680,20.732701,0.152770,0.342260,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
59,2.426626,0.005869,0.000000,0.000000,0.000000,0.000000,0.929807,0.838980,0.094525,0.241864,27.704910,20.732660,0.152782,0.342262,0.621617,1.000000,1.000000,1.000000,0.047664,0.060424,0.620065,"[1.0, 1.0, 1.0, 0.04766355161793993, 0.052662022834420195]",1.000000,1.000000,1.000000,0.047664,0.052662,0.619760,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.06422243632254436]",1.000000,1.000000,1.000000,0.034579,0.064222,0.616953,"[1.0, 1.0, 1.0, 0.03457943943650246, 0.050185549545628275]",1.000000,1.000000,1.000000,0.034579,0.050186
60,2.665834,0.026674,0.050134,0.022852,0.062523,0.111817,0.930398,0.839078,0.094042,0.241636,27.741018,20.739770,0.152205,0.341981,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025304, 0.051623347148183535]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627826, 0.06273336258353553]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627826, 0.04936206737708166]",1.000000,1.000000,1.000000,0.034579,0.049362
61,2.403456,0.007352,0.000000,0.000000,0.000000,0.000000,0.930415,0.839078,0.094048,0.241637,27.742643,20.739742,0.152178,0.341982,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
62,2.419283,0.002020,0.000000,0.000000,0.000000,0.000000,0.930418,0.839078,0.094049,0.241636,27.742892,20.739747,0.152174,0.341982,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
63,2.458804,0.002076,0.000000,0.000000,0.000000,0.000000,0.930419,0.839078,0.094049,0.241637,27.743014,20.739728,0.152172,0.341983,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
64,2.443182,0.001985,0.000000,0.000000,0.000000,0.000000,0.930419,0.839079,0.094052,0.241638,27.742838,20.739694,0.152175,0.341984,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
65,2.438319,0.001612,0.000000,0.000000,0.000000,0.000000,0.930418,0.839078,0.094049,0.241638,27.742890,20.739694,0.152174,0.341984,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
66,2.429463,0.001360,0.000000,0.000000,0.000000,0.000000,0.930416,0.839078,0.094046,0.241637,27.742812,20.739720,0.152176,0.341983,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
67,2.434732,0.001796,0.000000,0.000000,0.000000,0.000000,0.930414,0.839082,0.094046,0.241643,27.742573,20.739486,0.152180,0.341994,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
68,2.447451,0.001406,0.000000,0.000000,0.000000,0.000000,0.930414,0.839081,0.094042,0.241643,27.742666,20.739500,0.152178,0.341993,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
69,2.428655,0.001110,0.000000,0.000000,0.000000,0.000000,0.930413,0.839081,0.094042,0.241644,27.742570,20.739483,0.152180,0.341994,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
70,2.428031,0.001412,0.000000,0.000000,0.000000,0.000000,0.930411,0.839081,0.094040,0.241643,27.742530,20.739498,0.152180,0.341993,0.621231,1.000000,1.000000,1.000000,0.047664,0.058490,0.619857,"[1.0, 1.0, 1.0, 0.04766355162025302, 0.05162334687009184]",1.000000,1.000000,1.000000,0.047664,0.051623,0.619463,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.06273338805738808]",1.000000,1.000000,1.000000,0.034579,0.062733,0.616788,"[1.0, 1.0, 1.0, 0.034579439437627806, 0.0493620825012857]",1.000000,1.000000,1.000000,0.034579,0.049362
71,2.416688,0.003319,0.000000,0.000000,0.000000,0.000000,0.930421,0.839068,0.094014,0.241669,27.743620,20.739037,0.152150,0.342009,0.621229,1.000000,1.000000,1.000000,0.047664,0.058479,0.619856,"[1.0, 1.0, 1.0, 0.04766355162022153, 0.05161781039956015]",1.000000,1.000000,1.000000,0.047664,0.051618,0.619462,"[1.0, 1.0, 1.0, 0.0345794394376424, 0.06273059175944276]",1.000000,1.000000,1.000000,0.034579,0.062731,0.616788,"[1.0, 1.0, 1.0, 0.0345794394376424, 0.04936040216500822]",1.000000,1.000000,1.000000,0.034579,0.049360
72,2.435386,0.000977,0.000000,0.000000,0.000000,0.000000,0.930420,0.839067,0.094011,0.241667,27.743708,20.739082,0.152149,0.342007,0.621229,1.000000,1.000000,1.000000,0.047664,0.058479,0.619856,"[1.0, 1.0, 1.0, 0.04766355162022157, 0.051617807440842815]",1.000000,1.000000,1.000000,0.047664,0.051618,0.619462,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.06273054936163693]",1.000000,1.000000,1.000000,0.034579,0.062731,0.616788,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.04936037798456825]",1.000000,1.000000,1.000000,0.034579,0.049360
73,2.436022,0.000966,0.000000,0.000000,0.000000,0.000000,0.930420,0.839067,0.094012,0.241668,27.743651,20.739064,0.152150,0.342008,0.621229,1.000000,1.000000,1.000000,0.047664,0.058479,0.619856,"[1.0, 1.0, 1.0, 0.04766355162022157, 0.051617807440842815]",1.000000,1.000000,1.000000,0.047664,0.051618,0.619462,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.06273054936163693]",1.000000,1.000000,1.000000,0.034579,0.062731,0.616788,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.04936037798456825]",1.000000,1.000000,1.000000,0.034579,0.049360
74,2.428891,0.000798,0.000000,0.000000,0.000000,0.000000,0.930420,0.839068,0.094012,0.241668,27.743590,20.739066,0.152151,0.342008,0.621229,1.000000,1.000000,1.000000,0.047664,0.058479,0.619856,"[1.0, 1.0, 1.0, 0.04766355162022157, 0.051617807440842815]",1.000000,1.000000,1.000000,0.047664,0.051618,0.619462,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.06273054936163693]",1.000000,1.000000,1.000000,0.034579,0.062731,0.616788,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.04936037798456825]",1.000000,1.000000,1.000000,0.034579,0.049360
75,2.422847,0.000728,0.000000,0.000000,0.000000,0.000000,0.930420,0.839067,0.094009,0.241668,27.743734,20.739065,0.152148,0.342008,0.621229,1.000000,1.000000,1.000000,0.047664,0.058479,0.619856,"[1.0, 1.0, 1.0, 0.04766355162022157, 0.051617807440842815]",1.000000,1.000000,1.000000,0.047664,0.051618,0.619462,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.06273054936163693]",1.000000,1.000000,1.000000,0.034579,0.062731,0.616788,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.04936037798456825]",1.000000,1.000000,1.000000,0.034579,0.049360
76,2.422854,0.000719,0.000000,0.000000,0.000000,0.000000,0.930420,0.839067,0.094009,0.241667,27.743680,20.739088,0.152149,0.342007,0.621229,1.000000,1.000000,1.000000,0.047664,0.058479,0.619856,"[1.0, 1.0, 1.0, 0.04766355162022157, 0.051617807440842815]",1.000000,1.000000,1.000000,0.047664,0.051618,0.619462,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.06273054936163693]",1.000000,1.000000,1.000000,0.034579,0.062731,0.616788,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.04936037798456825]",1.000000,1.000000,1.000000,0.034579,0.049360
77,2.429683,0.000752,0.000000,0.000000,0.000000,0.000000,0.930418,0.839067,0.094012,0.241666,27.743419,20.739114,0.152153,0.342006,0.621229,1.000000,1.000000,1.000000,0.047664,0.058479,0.619856,"[1.0, 1.0, 1.0, 0.04766355162022157, 0.051617807440842815]",1.000000,1.000000,1.000000,0.047664,0.051618,0.619462,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.06273054936163693]",1.000000,1.000000,1.000000,0.034579,0.062731,0.616788,"[1.0, 1.0, 1.0, 0.034579439437642336, 0.04936037798456825]",1.000000,1.000000,1.000000,0.034579,0.049360
